InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country,Region,Quantity_capped
577613,21913,VINTAGE SEASIDE JIGSAW PUZZLES,4,2011-11-21 10:02:00,3.75,14911,EIRE,Europe,4.0
547397,20711,JUMBO BAG TOYS ,1,2011-03-22 16:55:00,4.13,-1,United Kingdom,Europe,1.0
574741,22197,POPCORN HOLDER,8,2011-11-06 16:13:00,0.85,15993,United Kingdom,Europe,8.0
559112,22699,ROSES REGENCY TEACUP AND SAUCER ,2,2011-07-06 11:59:00,2.95,17315,United Kingdom,Europe,2.0
566010,22835,HOT WATER BOTTLE I AM SO POORLY,2,2011-09-08 12:05:00,4.95,13700,United Kingdom,Europe,2.0
571214,23002,TRAVEL CARD WALLET SKULLS,11,2011-10-14 12:56:00,0.42,14390,United Kingdom,Europe,11.0
550470,48194,DOORMAT HEARTS,1,2011-04-18 13:49:00,15.79,-1,United Kingdom,Europe,1.0
575628,22119,PEACE WOODEN BLOCK LETTERS,1,2011-11-10 13:31:00,6.95,12844,United Kingdom,Europe,1.0
552182,22848,BREAD BIN DINER STYLE PINK,1,2011-05-06 13:38:00,16.95,14180,United Kingdom,Europe,1.0
571318,22139,RETROSPOT TEA SET CERAMIC 11 PC ,24,2011-10-17 10:50:00,4.95,17404,Sweden,,24.0
559329,22993,SET OF 4 PANTRY JELLY MOULDS,36,2011-07-07 15:41:00,1.25,15241,United Kingdom,Europe,28.5
576217,23100,SILVER BELLS TABLE DECORATION,1,2011-11-14 12:56:00,1.25,17081,United Kingdom,Europe,1.0
570333,21169,YOU'RE CONFUSING ME METAL SIGN ,1,2011-10-10 12:19:00,1.69,18126,United Kingdom,Europe,1.0
537351,21219,SET/4 BADGES BALLOON GIRL,10,2010-12-06 12:23:00,1.25,16898,United Kingdom,Europe,10.0
560555,20984,12 PENCILS TALL TUBE POSY,2,2011-07-19 13:01:00,0.29,14178,United Kingdom,Europe,2.0
562282,23232,WRAP VINTAGE LEAF DESIGN,50,2011-08-04 10:38:00,0.42,13098,United Kingdom,Europe,28.5
573553,85049e,SCANDINAVIAN REDS RIBBONS,1,2011-10-31 13:48:00,3.29,-1,United Kingdom,Europe,1.0
555149,23084,RABBIT NIGHT LIGHT,2,2011-05-31 15:49:00,4.13,-1,United Kingdom,Europe,2.0
536539,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2010-12-01 14:03:00,7.95,15165,United Kingdom,Europe,2.0
574336,23389,SPACEBOY MINI BACKPACK,4,2011-11-04 09:52:00,4.15,12397,Belgium,,4.0
562688,20728,LUNCH BAG CARS BLUE,4,2011-08-08 13:53:00,1.65,13869,United Kingdom,Europe,4.0
562199,21232,STRAWBERRY CERAMIC TRINKET BOX,2,2011-08-03 12:20:00,1.25,12748,United Kingdom,Europe,2.0
576329,22679,FRENCH BLUE METAL DOOR SIGN 4,1,2011-11-14 15:22:00,2.46,-1,United Kingdom,Europe,1.0
568137,21731,RED TOADSTOOL LED NIGHT LIGHT,24,2011-09-25 10:34:00,1.65,12488,France,Europe,24.0
538524,22502,PICNIC BASKET WICKER SMALL,2,2010-12-13 09:35:00,8.47,-1,United Kingdom,Europe,2.0
579512,84536A,ENGLISH ROSE NOTEBOOK A7 SIZE,1,2011-11-29 16:47:00,0.83,-1,United Kingdom,Europe,1.0
577768,22753,SMALL YELLOW BABUSHKA NOTEBOOK ,1,2011-11-21 15:18:00,1.63,-1,United Kingdom,Europe,1.0
575066,23487,SWEET HEART CAKE CARRIER,1,2011-11-08 12:42:00,9.95,13668,United Kingdom,Europe,1.0
559807,23160,REGENCY TEA SPOON,1,2011-07-12 14:48:00,1.25,17841,United Kingdom,Europe,1.0
565409,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,2011-09-04 11:15:00,1.25,16761,United Kingdom,Europe,24.0
541592,85129D,BEADED CRYSTAL HEART PINK SMALL,2,2011-01-19 15:08:00,2.46,-1,United Kingdom,Europe,2.0
575219,21509,COWBOYS AND INDIANS BIRTHDAY CARD ,72,2011-11-09 11:17:00,0.36,17511,United Kingdom,Europe,28.5
548470,22139,RETROSPOT TEA SET CERAMIC 11 PC ,12,2011-03-31 12:36:00,4.95,12782,Portugal,Europe,12.0
569326,22634,CHILDS BREAKFAST SET SPACEBOY ,8,2011-10-03 12:47:00,8.5,14360,United Kingdom,Europe,8.0
547042,21216,"SET 3 RETROSPOT TEA,COFFEE,SUGAR",1,2011-03-20 11:00:00,10.79,-1,United Kingdom,Europe,1.0
570465,22551,PLASTERS IN TIN SPACEBOY,1,2011-10-10 16:02:00,3.29,-1,United Kingdom,Europe,1.0
569246,84988,SET OF 72 PINK HEART PAPER DOILIES,1,2011-10-03 09:57:00,2.92,14096,United Kingdom,Europe,1.0
550130,90185C,BLACK DIAMANTE EXPANDABLE RING,6,2011-04-14 13:17:00,4.25,14390,United Kingdom,Europe,6.0
554507,21206,STRAWBERRY HONEYCOMB  GARLAND ,12,2011-05-24 15:29:00,1.65,15513,United Kingdom,Europe,12.0
572703,22055,MINI CAKE STAND  HANGING STRAWBERY,1,2011-10-25 14:35:00,1.65,16110,United Kingdom,Europe,1.0
549844,21899,"KEY FOB , GARAGE DESIGN",7,2011-04-12 14:17:00,0.65,12854,United Kingdom,Europe,7.0
550123,22029,SPACEBOY BIRTHDAY CARD,12,2011-04-14 12:39:00,0.42,-1,United Kingdom,Europe,12.0
560366,72807A,SET/3 ROSE CANDLE IN JEWELLED BOX,4,2011-07-18 12:19:00,4.25,16859,United Kingdom,Europe,4.0
537395,21175,GIN + TONIC DIET METAL SIGN,2,2010-12-06 14:05:00,2.1,15356,United Kingdom,Europe,2.0
541265,85099C,JUMBO  BAG BAROQUE BLACK WHITE,2,2011-01-16 16:23:00,1.95,17609,United Kingdom,Europe,2.0
566276,22705,WRAP GREEN PEARS ,25,2011-09-11 14:00:00,0.42,13450,United Kingdom,Europe,25.0
558111,23091,ZINC HERB GARDEN CONTAINER,1,2011-06-26 16:06:00,6.25,17114,United Kingdom,Europe,1.0
573137,23198,PANTRY MAGNETIC  SHOPPING LIST,1,2011-10-27 17:15:00,3.29,-1,United Kingdom,Europe,1.0
578953,20752,BLUE POLKADOT WASHING UP GLOVES,2,2011-11-27 14:50:00,2.1,13546,United Kingdom,Europe,2.0
538999,22423,REGENCY CAKESTAND 3 TIER,16,2010-12-15 12:09:00,10.95,16003,United Kingdom,Europe,16.0
572185,22382,LUNCH BAG SPACEBOY DESIGN ,1,2011-10-21 10:52:00,4.96,-1,United Kingdom,Europe,1.0
566874,22355,CHARLOTTE BAG SUKI DESIGN,2,2011-09-15 13:32:00,0.85,-1,United Kingdom,Europe,2.0
574721,23512,EMBROIDERED RIBBON REEL ROSIE,1,2011-11-06 14:43:00,2.08,17920,United Kingdom,Europe,1.0
569372,22595,GINGHAM HEART DECORATION,1,2011-10-03 16:04:00,1.63,-1,United Kingdom,Europe,1.0
555106,22539,MINI JIGSAW DOLLY GIRL,24,2011-05-31 14:14:00,0.42,12790,Netherlands,,24.0
566451,22896,PEG BAG APPLES DESIGN,3,2011-09-12 16:14:00,2.55,18069,United Kingdom,Europe,3.0
570223,23209,LUNCH BAG VINTAGE DOILY ,2,2011-10-09 13:11:00,1.65,15787,United Kingdom,Europe,2.0
571065,21213,PACK OF 72 SKULL CAKE CASES,24,2011-10-13 14:59:00,0.55,12613,Germany,Europe,24.0
552338,22845,VINTAGE CREAM CAT FOOD CONTAINER,2,2011-05-09 11:51:00,6.35,-1,United Kingdom,Europe,2.0
578344,23199,JUMBO BAG APPLES,2,2011-11-24 09:21:00,4.13,-1,United Kingdom,Europe,2.0
554075,21789,KIDS RAIN MAC PINK,24,2011-05-22 11:29:00,0.85,16038,United Kingdom,Europe,24.0
565397,22937,BAKING MOULD CHOCOLATE CUPCAKES,1,2011-09-02 16:43:00,2.55,14171,United Kingdom,Europe,1.0
547881,21993,FLORAL FOLK STATIONERY SET,1,2011-03-27 16:08:00,2.95,13110,United Kingdom,Europe,1.0
548714,22429,ENAMEL MEASURING JUG CREAM,1,2011-04-03 15:07:00,4.25,17337,United Kingdom,Europe,1.0
561217,22829,SWEETHEART WIRE WALL TIDY,1,2011-07-25 17:09:00,20.79,-1,United Kingdom,Europe,1.0
572061,21989,PACK OF 20 SKULL PAPER NAPKINS,12,2011-10-20 12:53:00,0.85,12474,Germany,Europe,12.0
571441,21917,SET 12 KIDS  WHITE CHALK STICKS,1,2011-10-17 13:31:00,0.83,14096,United Kingdom,Europe,1.0
541596,21976,PACK OF 60 MUSHROOM CAKE CASES,1,2011-01-19 16:19:00,0.55,17602,United Kingdom,Europe,1.0
577078,22659,LUNCH BOX I LOVE LONDON,2,2011-11-17 15:17:00,4.13,-1,United Kingdom,Europe,2.0
580399,48111,DOORMAT 3 SMILEY CATS,1,2011-12-04 11:45:00,8.25,13471,United Kingdom,Europe,1.0
545085,21390,FILIGRIS HEART WITH BUTTERFLY,24,2011-02-28 11:19:00,1.25,15039,United Kingdom,Europe,24.0
579187,22960,JAM MAKING SET WITH JARS,2,2011-11-28 15:31:00,8.29,-1,United Kingdom,Europe,2.0
571937,21636,MADRAS NOTEBOOK MEDIUM,12,2011-10-20 09:28:00,0.75,14911,EIRE,Europe,12.0
539631,21918,SET 12 KIDS COLOUR  CHALK STICKS,1,2010-12-20 15:03:00,0.85,-1,United Kingdom,Europe,1.0
546892,21169,YOU'RE CONFUSING ME METAL SIGN ,1,2011-03-17 18:20:00,4.13,-1,United Kingdom,Europe,1.0
540163,16161P,WRAP ENGLISH ROSE ,25,2011-01-05 11:52:00,0.42,13089,United Kingdom,Europe,25.0
570292,23533,WALL ART GARDEN HAVEN ,3,2011-10-10 11:59:00,5.95,13418,United Kingdom,Europe,3.0
559338,23176,ABC TREASURE BOOK BOX ,2,2011-07-07 16:30:00,4.58,-1,United Kingdom,Europe,2.0
551868,23231,WRAP DOILEY DESIGN,25,2011-05-04 16:29:00,0.42,12540,Spain,Europe,25.0
552852,22979,PANTRY WASHING UP BRUSH,6,2011-05-11 15:08:00,1.45,16712,United Kingdom,Europe,6.0
549293,21463,MIRRORED DISCO BALL ,1,2011-04-07 19:16:00,5.95,17883,United Kingdom,Europe,1.0
543197,22929,SCHOOL DESK AND CHAIR ,1,2011-02-04 12:36:00,65.0,12842,United Kingdom,Europe,1.0
580115,22701,PINK DOG BOWL,3,2011-12-01 16:22:00,2.46,-1,United Kingdom,Europe,3.0
569700,21232,STRAWBERRY CERAMIC TRINKET BOX,1,2011-10-05 15:56:00,2.46,-1,United Kingdom,Europe,1.0
544074,22773,GREEN DRAWER KNOB ACRYLIC EDWARDIAN,12,2011-02-15 14:49:00,1.25,14156,EIRE,Europe,12.0
573585,22355,CHARLOTTE BAG SUKI DESIGN,16,2011-10-31 14:41:00,0.85,-1,United Kingdom,Europe,16.0
555573,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2011-06-05 15:46:00,0.42,15349,United Kingdom,Europe,12.0
563430,21710,FOLDING UMBRELLA PINKWHITE POLKADOT,8,2011-08-16 11:50:00,4.95,14918,United Kingdom,Europe,8.0
537638,21982,PACK OF 12 SUKI TISSUES ,6,2010-12-07 15:28:00,0.85,-1,United Kingdom,Europe,6.0
562542,22031,BOTANICAL LAVENDER BIRTHDAY CARD,12,2011-08-05 15:40:00,0.42,17377,United Kingdom,Europe,12.0
574962,22161,HEART DECORATION RUSTIC HANGING ,24,2011-11-08 10:26:00,0.19,15194,United Kingdom,Europe,24.0
545575,22061,LARGE CAKE STAND  HANGING STRAWBERY,6,2011-03-03 18:28:00,9.95,13014,United Kingdom,Europe,6.0
571747,20972,PINK CREAM FELT CRAFT TRINKET BOX ,12,2011-10-19 10:59:00,1.25,13849,United Kingdom,Europe,12.0
570197,44092C,PURPLE/COPPER HANGING LAMPSHADE,1,2011-10-07 15:45:00,0.85,13755,United Kingdom,Europe,1.0
567462,21888,BINGO SET,1,2011-09-20 12:35:00,3.75,14446,United Kingdom,Europe,1.0
560863,75049L,LARGE CIRCULAR MIRROR MOBILE,2,2011-07-21 13:53:00,1.25,12748,United Kingdom,Europe,2.0
543631,22893,MINI CAKE STAND T-LIGHT HOLDER,12,2011-02-10 16:17:00,0.42,14081,United Kingdom,Europe,12.0
575298,23203,JUMBO BAG VINTAGE DOILY ,5,2011-11-09 12:29:00,2.08,17841,United Kingdom,Europe,5.0
552829,23067,HANGING ENGRAVED METAL HEART,4,2011-05-11 13:42:00,4.15,12748,United Kingdom,Europe,4.0
576087,20724,RED RETROSPOT CHARLOTTE BAG,10,2011-11-14 08:31:00,0.85,12689,France,Europe,10.0
580208,46000M,POLYESTER FILLER PAD 45x45cm,4,2011-12-02 12:07:00,1.55,13468,United Kingdom,Europe,4.0
544161,20728,LUNCH BAG CARS BLUE,10,2011-02-16 12:59:00,1.65,16875,United Kingdom,Europe,10.0
564848,23033,DRAWER KNOB CERAMIC RED,6,2011-08-30 15:37:00,1.45,16928,United Kingdom,Europe,6.0
538071,21912,VINTAGE SNAKES & LADDERS,2,2010-12-09 14:09:00,7.62,-1,United Kingdom,Europe,2.0
555344,22757,LARGE RED BABUSHKA NOTEBOOK ,1,2011-06-02 11:45:00,1.25,15311,United Kingdom,Europe,1.0
578344,22219,LOVEBIRD HANGING DECORATION WHITE ,1,2011-11-24 09:21:00,1.63,-1,United Kingdom,Europe,1.0
570086,22619,SET OF 6 SOLDIER SKITTLES,8,2011-10-07 11:22:00,3.75,17086,United Kingdom,Europe,8.0
539436,20966,SANDWICH BATH SPONGE,2,2010-12-17 14:49:00,2.51,-1,United Kingdom,Europe,2.0
552318,84692,BOX OF 24 COCKTAIL PARASOLS,4,2011-05-08 16:13:00,0.42,17231,United Kingdom,Europe,4.0
543737,22366,DOORMAT AIRMAIL ,8,2011-02-11 12:45:00,7.95,12477,Germany,Europe,8.0
545430,82494L,WOODEN FRAME ANTIQUE WHITE ,12,2011-03-02 14:50:00,2.95,15636,United Kingdom,Europe,12.0
550955,21914,BLUE HARMONICA IN BOX ,12,2011-04-21 16:26:00,1.25,14189,United Kingdom,Europe,12.0
545901,22291,HANGING CHICK CREAM DECORATION,2,2011-03-07 17:52:00,1.45,15834,United Kingdom,Europe,2.0
559491,22135,MINI LADLE LOVE HEART PINK,1,2011-07-08 13:53:00,0.83,-1,United Kingdom,Europe,1.0
580065,23355,HOT WATER BOTTLE KEEP CALM,4,2011-12-01 13:33:00,4.95,15434,United Kingdom,Europe,4.0
539300,22966,GINGERBREAD MAN COOKIE CUTTER,1,2010-12-16 17:31:00,1.25,-1,United Kingdom,Europe,1.0
551271,84692,BOX OF 24 COCKTAIL PARASOLS,25,2011-04-27 12:39:00,0.42,17187,United Kingdom,Europe,25.0
542944,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,32,2011-02-02 11:14:00,0.65,17560,United Kingdom,Europe,28.5
547651,22432,WATERING CAN PINK BUNNY,3,2011-03-24 12:11:00,1.95,16904,United Kingdom,Europe,3.0
540566,22813,PACK 3 BOXES BIRD PANNETONE ,2,2011-01-10 10:58:00,1.95,17811,United Kingdom,Europe,2.0
547070,22261,FELT EGG COSY WHITE RABBIT ,1,2011-03-20 13:58:00,0.85,16115,United Kingdom,Europe,1.0
566082,23119,PACK OF 6 LARGE FRUIT STRAWS ,12,2011-09-09 10:09:00,0.62,16293,United Kingdom,Europe,12.0
561873,22147,FELTCRAFT BUTTERFLY HEARTS,40,2011-07-31 11:48:00,1.25,13316,United Kingdom,Europe,28.5
562517,21990,MODERN FLORAL STATIONERY SET,2,2011-08-05 12:27:00,1.25,15719,United Kingdom,Europe,2.0
540839,72802A,ROSE SCENT CANDLE IN JEWELLED BOX,1,2011-01-11 15:42:00,4.25,16791,United Kingdom,Europe,1.0
560048,21985,PACK OF 12 HEARTS DESIGN TISSUES ,24,2011-07-14 15:02:00,0.29,13515,United Kingdom,Europe,24.0
581133,21933,PINK VINTAGE PAISLEY PICNIC BAG,10,2011-12-07 12:55:00,1.65,14904,United Kingdom,Europe,10.0
576837,84661B,BLACK SQUARE TABLE CLOCK,1,2011-11-16 15:16:00,4.96,-1,United Kingdom,Europe,1.0
553734,23109,LED TEA LIGHTS,6,2011-05-19 08:31:00,2.89,14735,United Kingdom,Europe,6.0
560090,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,2011-07-14 16:46:00,3.29,-1,United Kingdom,Europe,1.0
579167,22914,BLUE COAT RACK PARIS FASHION,2,2011-11-28 14:06:00,4.95,16800,United Kingdom,Europe,2.0
544928,47559B,TEA TIME OVEN GLOVE,3,2011-02-24 18:07:00,2.46,-1,United Kingdom,Europe,3.0
581492,21808,"CHRISTMAS GARLAND STARS,TREES",3,2011-12-09 10:03:00,3.29,-1,United Kingdom,Europe,3.0
560491,23236,DOILEY STORAGE TIN,1,2011-07-19 10:51:00,2.89,12415,Australia,,1.0
564901,22231,JIGSAW TREE WITH BIRDHOUSE,12,2011-08-31 11:40:00,0.59,15690,United Kingdom,Europe,12.0
545183,21922,UNION STRIPE WITH FRINGE  HAMMOCK,2,2011-02-28 14:59:00,7.95,15570,United Kingdom,Europe,2.0
571441,22559,SEASIDE FLYING DISC,2,2011-10-17 13:31:00,2.46,14096,United Kingdom,Europe,2.0
543467,21790,VINTAGE SNAP CARDS,2,2011-02-08 14:35:00,1.63,-1,United Kingdom,Europe,2.0
576910,15044A,PINK PAPER PARASOL ,6,2011-11-17 09:51:00,2.95,12477,Germany,Europe,6.0
575851,23350,ROLL WRAP VINTAGE SPOT ,1,2011-11-11 12:13:00,1.25,14662,United Kingdom,Europe,1.0
578681,22469,HEART OF WICKER SMALL,12,2011-11-25 08:41:00,1.65,13579,United Kingdom,Europe,12.0
556529,21039,RED RETROSPOT SHOPPING BAG,6,2011-06-13 11:41:00,2.55,12714,France,Europe,6.0
541670,22666,RECIPE BOX PANTRY YELLOW DESIGN,48,2011-01-20 12:34:00,2.55,14911,EIRE,Europe,28.5
560368,21916,SET 12 RETRO WHITE CHALK STICKS,1,2011-07-18 12:25:00,0.42,17841,United Kingdom,Europe,1.0
559254,23029,DRAWER KNOB CRACKLE GLAZE GREEN,12,2011-07-07 11:56:00,1.65,16814,United Kingdom,Europe,12.0
539722,22654,DELUXE SEWING KIT ,3,2010-12-21 13:45:00,5.95,14911,EIRE,Europe,3.0
539434,22545,MINI JIGSAW BUNNIES,1,2010-12-17 14:41:00,0.85,-1,United Kingdom,Europe,1.0
569815,85099B,JUMBO BAG RED RETROSPOT,1000,2011-10-06 11:53:00,1.79,15838,United Kingdom,Europe,28.5
576099,21212,PACK OF 72 RETROSPOT CAKE CASES,24,2011-11-14 10:28:00,0.55,13021,United Kingdom,Europe,24.0
568183,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,2011-09-25 13:47:00,0.29,13991,United Kingdom,Europe,24.0
561873,22568,FELTCRAFT CUSHION OWL,24,2011-07-31 11:48:00,3.39,13316,United Kingdom,Europe,24.0
572465,22768,FAMILY PHOTO FRAME CORNICE,2,2011-10-24 13:26:00,9.95,14474,United Kingdom,Europe,2.0
579508,22030,SWALLOWS GREETING CARD,1,2011-11-29 16:33:00,0.83,-1,United Kingdom,Europe,1.0
563557,22488,NATURAL SLATE RECTANGLE CHALKBOARD,12,2011-08-17 13:33:00,1.65,15786,United Kingdom,Europe,12.0
564565,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2011-08-26 10:50:00,0.55,14911,EIRE,Europe,24.0
578074,23333,IVORY WICKER HEART MEDIUM,3,2011-11-22 16:06:00,1.25,17590,United Kingdom,Europe,3.0
581412,23153,ZINC SWEETHEART WIRE LETTER RACK,2,2011-12-08 14:38:00,3.75,14415,United Kingdom,Europe,2.0
573122,22187,GREEN CHRISTMAS TREE CARD HOLDER,2,2011-10-27 16:23:00,1.95,14357,United Kingdom,Europe,2.0
557619,22624,IVORY KITCHEN SCALES,1,2011-06-21 13:58:00,8.5,17757,United Kingdom,Europe,1.0
539196,72741,GRAND CHOCOLATECANDLE,9,2010-12-16 12:09:00,1.45,18055,United Kingdom,Europe,9.0
556489,21390,FILIGRIS HEART WITH BUTTERFLY,3,2011-06-12 13:59:00,1.25,14704,United Kingdom,Europe,3.0
536522,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,1,2010-12-01 12:49:00,3.75,15012,United Kingdom,Europe,1.0
556809,84997D,CHILDRENS CUTLERY POLKADOT PINK,10,2011-06-14 16:48:00,4.15,17179,United Kingdom,Europe,10.0
545411,22759,SET OF 3 NOTEBOOKS IN PARCEL,12,2011-03-02 12:21:00,1.65,16128,United Kingdom,Europe,12.0
580364,23569,TRADTIONAL ALPHABET STAMP SET,4,2011-12-02 16:34:00,4.95,13309,United Kingdom,Europe,4.0
572484,22900,SET 2 TEA TOWELS I LOVE LONDON ,3,2011-10-24 13:50:00,3.25,17220,United Kingdom,Europe,3.0
539436,84884A,ANT WHITE WIRE HEART SPIRAL,1,2010-12-17 14:49:00,8.47,-1,United Kingdom,Europe,1.0
556432,22178,VICTORIAN GLASS HANGING T-LIGHT,24,2011-06-10 13:59:00,1.25,16184,United Kingdom,Europe,24.0
558475,37340,MULTICOLOUR SPRING FLOWER MUG,48,2011-06-29 15:58:00,0.69,-1,United Kingdom,Europe,28.5
577774,22499,WOODEN UNION JACK BUNTING,3,2011-11-21 15:57:00,5.95,16712,United Kingdom,Europe,3.0
540352,21616,4 PEAR BOTANICAL DINNER CANDLES,1,2011-01-06 14:27:00,2.51,-1,United Kingdom,Europe,1.0
538094,17084N,FAIRY DREAMS INCENSE ,25,2010-12-09 14:50:00,0.21,13117,United Kingdom,Europe,25.0
556042,23133,LARGE IVORY HEART WALL ORGANISER,2,2011-06-08 12:44:00,8.25,14367,United Kingdom,Europe,2.0
563808,21156,RETROSPOT CHILDRENS APRON,8,2011-08-19 11:46:00,1.95,12626,Germany,Europe,8.0
568202,22748,POPPY'S PLAYHOUSE KITCHEN,6,2011-09-25 15:01:00,2.1,15366,United Kingdom,Europe,6.0
540977,85032A,ROMANTIC IMAGES GIFT WRAP SET,1,2011-01-12 15:01:00,4.21,-1,United Kingdom,Europe,1.0
566005,22412,METAL SIGN NEIGHBOURHOOD WITCH ,4,2011-09-08 11:56:00,2.1,16426,United Kingdom,Europe,4.0
566451,23215,JINGLE BELL HEART ANTIQUE SILVER,4,2011-09-12 16:14:00,2.08,18069,United Kingdom,Europe,4.0
572758,23439,HAND WARMER RED LOVE HEART,1,2011-10-25 18:39:00,4.13,-1,United Kingdom,Europe,1.0
581096,23203,JUMBO BAG VINTAGE DOILY ,10,2011-12-07 11:36:00,2.08,17412,United Kingdom,Europe,10.0
550137,21257,VICTORIAN SEWING BOX MEDIUM,2,2011-04-14 13:59:00,7.95,12477,Germany,Europe,2.0
577121,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,2011-11-17 18:29:00,2.55,12681,France,Europe,6.0
569220,23301,GARDENERS KNEELING PAD KEEP CALM ,3,2011-10-02 13:26:00,1.65,16007,United Kingdom,Europe,3.0
562014,21155,RED RETROSPOT PEG BAG,6,2011-08-01 14:05:00,2.55,14341,United Kingdom,Europe,6.0
555573,22469,HEART OF WICKER SMALL,3,2011-06-05 15:46:00,1.65,15349,United Kingdom,Europe,3.0
545503,20726,LUNCH BAG WOODLAND,2,2011-03-03 11:34:00,1.65,15719,United Kingdom,Europe,2.0
558066,85173,SET/6 FROG PRINCE T-LIGHT CANDLES,1,2011-06-24 15:45:00,4.96,-1,United Kingdom,Europe,1.0
553042,22570,FELTCRAFT CUSHION RABBIT,8,2011-05-13 09:01:00,3.75,15845,United Kingdom,Europe,8.0
547485,21976,PACK OF 60 MUSHROOM CAKE CASES,3,2011-03-23 11:16:00,0.55,17019,United Kingdom,Europe,3.0
544206,22893,MINI CAKE STAND T-LIGHT HOLDER,5,2011-02-17 10:33:00,0.83,-1,United Kingdom,Europe,5.0
538154,21189,WHITE HONEYCOMB PAPER GARLAND ,3,2010-12-09 16:35:00,3.36,-1,United Kingdom,Europe,3.0
538995,82551,LAUNDRY 15C METAL SIGN,12,2010-12-15 12:05:00,1.45,13458,United Kingdom,Europe,12.0
580288,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,2011-12-02 13:29:00,5.95,17611,United Kingdom,Europe,3.0
554998,82482,WOODEN PICTURE FRAME WHITE FINISH,6,2011-05-29 15:35:00,2.55,15925,United Kingdom,Europe,6.0
555923,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,1,2011-06-07 17:09:00,5.79,-1,United Kingdom,Europe,1.0
550542,22156,HEART DECORATION WITH PEARLS ,4,2011-04-19 11:37:00,1.63,-1,United Kingdom,Europe,4.0
565410,22835,HOT WATER BOTTLE I AM SO POORLY,4,2011-09-04 11:17:00,4.65,14691,United Kingdom,Europe,4.0
572244,22138,BAKING SET 9 PIECE RETROSPOT ,12,2011-10-21 15:54:00,4.95,14233,United Kingdom,Europe,12.0
538841,22197,SMALL POPCORN HOLDER,20,2010-12-14 13:11:00,0.85,16899,United Kingdom,Europe,20.0
577768,23314,VINTAGE CHRISTMAS TABLECLOTH,1,2011-11-21 15:18:00,24.96,-1,United Kingdom,Europe,1.0
553063,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,2011-05-13 11:38:00,1.45,13018,United Kingdom,Europe,12.0
571716,22946,WOODEN ADVENT CALENDAR CREAM,1,2011-10-18 17:05:00,16.63,-1,United Kingdom,Europe,1.0
575591,23396,LE JARDIN BOTANIQUE CUSHION COVER,1,2011-11-10 12:09:00,3.75,17791,United Kingdom,Europe,1.0
571265,22478,BIRDHOUSE GARDEN MARKER ,1,2011-10-16 11:31:00,1.25,16674,United Kingdom,Europe,1.0
564373,22627,MINT KITCHEN SCALES,6,2011-08-25 09:56:00,8.5,15290,United Kingdom,Europe,6.0
543544,22436,12 COLOURED PARTY BALLOONS,1,2011-02-09 15:39:00,0.65,-1,United Kingdom,Europe,1.0
543985,85049G,CHOCOLATE BOX RIBBONS ,1,2011-02-15 09:44:00,2.46,-1,United Kingdom,Europe,1.0
540418,82613D,METAL SIGN CUPCAKE SINGLE HOOK,7,2011-01-07 11:04:00,0.85,-1,United Kingdom,Europe,7.0
577773,23245,SET OF 3 REGENCY CAKE TINS,4,2011-11-21 15:57:00,4.95,16712,United Kingdom,Europe,4.0
556090,75049L,LARGE CIRCULAR MIRROR MOBILE,2,2011-06-08 15:25:00,2.46,-1,United Kingdom,Europe,2.0
568894,22139,RETROSPOT TEA SET CERAMIC 11 PC ,6,2011-09-29 13:04:00,4.95,17528,United Kingdom,Europe,6.0
572034,23382,BOX OF 6 CHRISTMAS CAKE DECORATIONS,4,2011-10-20 12:00:00,3.75,14447,United Kingdom,Europe,4.0
537434,21595,Dad's Cab Electronic Meter,1,2010-12-06 16:57:00,8.47,-1,United Kingdom,Europe,1.0
577078,23551,PACK OF 12 PAISLEY PARK TISSUES ,1,2011-11-17 15:17:00,0.83,-1,United Kingdom,Europe,1.0
570177,22082,RIBBON REEL STRIPES DESIGN ,10,2011-10-07 14:17:00,1.65,17509,United Kingdom,Europe,10.0
545021,85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,6,2011-02-25 14:11:00,2.1,17663,United Kingdom,Europe,6.0
579146,22111,SCOTTIE DOG HOT WATER BOTTLE,1,2011-11-28 13:14:00,4.95,16347,United Kingdom,Europe,1.0
556116,21262,WHITE GOOSE FEATHER CHRISTMAS TREE ,6,2011-06-09 09:44:00,2.95,15214,United Kingdom,Europe,6.0
537222,22375,AIRLINE BAG VINTAGE JET SET BROWN,1,2010-12-05 16:00:00,4.25,14404,United Kingdom,Europe,1.0
578155,20726,LUNCH BAG WOODLAND,1,2011-11-23 11:32:00,1.65,12748,United Kingdom,Europe,1.0
